Id,Y,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
15.0,1.0,44811.0,1.0,1.77,118327.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,1.0,118322.0,-1.81838998254,26320.0,118391.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
16.0,1.0,916.0,1.0,3.54,118300.0,1.0,0.0,117961.0,240983.0,2.0,3.0,1.0,1.0,118322.0,1.0,4511.0,119181.0,290919.0,1.0,118321.0,1.0,1.0,1.0,18.0,1.0
17.0,1.0,79091.0,2.0,1.77,118300.0,1.0,0.0,117961.0,134656.0,1.0,2.0,1.0,40.0,134657.0,-0.813548771662,1396.0,120059.0,118424.0,1.0,134655.0,1.0,1.0,1.0,227.0,1.0
18.0,1.0,75077.0,1.0,3.54,118463.0,1.0,0.0,118315.0,121927.0,1.0,0.0,1.0,3.0,119174.0,-0.9410445709899999,88387.0,118522.0,118467.0,1.0,119172.0,1.0,1.0,1.0,2.0,1.0
19.0,1.0,4674.0,1.0,1.77,118446.0,1.0,0.0,117961.0,117906.0,1.0,4.0,1.0,1.0,117908.0,-0.22187900638500002,16928.0,120317.0,290919.0,1.0,117905.0,1.0,1.0,1.0,6.0,1.0
20.0,0.0,14353.0,1.0,1.77,118011.0,1.0,0.0,117916.0,119324.0,1.0,0.0,1.0,2.0,119325.0,1.9645049729700002,57818.0,118810.0,19793.0,1.0,119323.0,1.0,1.0,1.0,33.0,1.0
21.0,1.0,39882.0,1.0,1.77,118052.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,1.0,118261.0,1.0,7551.0,118867.0,290919.0,1.0,118259.0,1.0,1.0,1.0,1.0,1.0
22.0,1.0,15709.0,1.0,1.77,118343.0,1.0,0.0,117961.0,121350.0,1.0,0.0,1.0,1.0,119951.0,1.0,15435.0,122299.0,290919.0,1.0,119949.0,1.0,1.0,1.0,2.0,1.0
23.0,1.0,43806.0,1.0,1.77,118225.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,3.0,117908.0,1.4658399626299998,3838.0,119924.0,290919.0,1.0,117905.0,1.0,1.0,3.0,14.0,1.0
24.0,1.0,35065.0,1.0,5.31,118386.0,1.0,0.0,117961.0,152307.0,1.0,0.0,1.0,1.0,118454.0,1.0,7389.0,118746.0,118453.0,1.0,118451.0,1.0,1.0,1.0,2.0,1.0
25.0,1.0,34246.0,1.0,3.54,118291.0,1.0,0.0,118290.0,267006.0,1.0,2.0,1.0,2.0,120346.0,1.0,2765.0,118301.0,118424.0,1.0,120344.0,1.0,1.0,1.0,5.0,2.0
26.0,1.0,40071.0,1.0,3.54,118026.0,1.0,0.0,91261.0,117906.0,1.0,0.0,1.0,5.0,117908.0,0.404410954468,70066.0,118202.0,290919.0,1.0,117905.0,1.0,1.0,1.0,1.0,1.0
27.0,1.0,33247.0,1.0,3.54,118343.0,1.0,0.0,117961.0,133686.0,1.0,6.0,1.0,1.0,119435.0,-1.78834790785,49425.0,119598.0,118424.0,1.0,119433.0,1.0,1.0,1.0,4.0,1.0
28.0,0.0,73800.0,1.0,1.77,120141.0,1.0,0.0,120140.0,261774.0,1.0,0.0,1.0,1.0,118749.0,-0.8545061237029999,3697.0,118933.0,118453.0,1.0,118747.0,1.0,1.0,1.0,1.0,1.0
29.0,1.0,15062.0,1.0,1.77,118327.0,1.0,0.0,117961.0,240983.0,1.0,1.0,1.0,3.0,117908.0,-0.365651864186,2610.0,121979.0,290919.0,1.0,117905.0,1.0,2.0,1.0,1.0,1.0
30.0,1.0,111587.0,1.0,1.77,117962.0,1.0,0.0,117961.0,240983.0,1.0,0.0,1.0,1.0,117908.0,1.0,16922.0,118501.0,290919.0,1.0,117905.0,1.0,1.0,1.0,2.0,1.0
31.0,1.0,38390.0,1.0,1.77,117960.0,1.0,0.0,117959.0,124097.0,1.0,0.0,2.0,1.0,121070.0,2.8148228452599997,20734.0,117920.0,121069.0,1.0,121067.0,1.0,1.0,1.0,7.0,1.0
32.0,1.0,80494.0,1.0,5.31,118300.0,1.0,0.0,117961.0,118302.0,1.0,0.0,1.0,2.0,118296.0,-0.225474884102,4933.0,118458.0,118295.0,1.0,118293.0,1.0,1.0,1.0,4.0,1.0
33.0,1.0,7542.0,1.0,1.77,118343.0,1.0,0.0,117961.0,172635.0,1.0,0.0,1.0,1.0,117908.0,1.13806056299,6454.0,118856.0,290919.0,1.0,117905.0,1.0,1.0,1.0,2.0,1.0
34.0,1.0,41648.0,1.0,1.77,118991.0,1.0,0.0,118990.0,117906.0,1.0,1.0,1.0,3.0,117908.0,-2.46626187066,7583.0,118992.0,290919.0,1.0,117905.0,1.0,1.0,1.0,5.0,1.0
35.0,1.0,42084.0,1.0,17.7,118170.0,1.0,0.0,118169.0,297838.0,1.0,7.0,1.0,1.0,118046.0,-0.672759995487,48938.0,118042.0,270488.0,2.0,118043.0,1.0,1.0,1.0,1.0,1.0
36.0,1.0,45443.0,1.0,1.77,118300.0,1.0,0.0,117961.0,240983.0,1.0,0.0,1.0,1.0,118322.0,-0.791134944647,15967.0,124942.0,290919.0,1.0,118321.0,1.0,1.0,1.0,5.0,1.0
37.0,1.0,31204.0,1.0,1.77,118343.0,1.0,0.0,117961.0,256190.0,1.0,0.0,2.0,1.0,119174.0,-1.13055215811,4638.0,119987.0,118467.0,1.0,119172.0,1.0,1.0,1.0,1.0,1.0
38.0,1.0,86521.0,1.0,1.77,118413.0,1.0,0.0,117961.0,124402.0,1.0,11.0,1.0,1.0,118786.0,0.661191980461,5636.0,122007.0,290919.0,1.0,118784.0,1.0,1.0,1.0,25.0,1.0
39.0,1.0,73062.0,1.0,3.54,117962.0,1.0,0.0,117961.0,118503.0,1.0,1.0,1.0,5.0,118505.0,1.0,2071.0,118501.0,118504.0,1.0,118502.0,1.0,1.0,1.0,3.0,1.0
40.0,1.0,23963.0,1.0,1.77,118300.0,1.0,0.0,117961.0,223125.0,1.0,2.0,1.0,5.0,118836.0,-1.38913816072,3622.0,118458.0,118424.0,1.0,118834.0,1.0,1.0,1.0,1.0,1.0
41.0,1.0,38718.0,1.0,1.77,117919.0,1.0,0.0,117918.0,117913.0,1.0,0.0,3.0,1.0,117888.0,0.818255895983,101044.0,117884.0,117887.0,1.0,117885.0,1.0,1.0,1.0,8.0,1.0
42.0,0.0,111914.0,1.0,1.77,118291.0,1.0,0.0,118290.0,122739.0,1.0,0.0,1.0,11.0,118425.0,-1.63999436805,5163.0,118597.0,118424.0,1.0,118422.0,1.0,1.0,1.0,100.0,1.0
43.0,1.0,31841.0,1.0,1.77,117927.0,1.0,0.0,117926.0,123932.0,1.0,6.0,1.0,1.0,119325.0,-1.8182229761200002,58461.0,119569.0,19793.0,1.0,119323.0,1.0,1.0,1.0,1.0,1.0
44.0,1.0,77465.0,1.0,1.77,118193.0,1.0,0.0,118192.0,118250.0,1.0,0.0,1.0,2.0,117880.0,0.36017379194399995,50520.0,117895.0,19721.0,1.0,117879.0,1.0,1.0,1.0,17.0,1.0
45.0,0.0,22393.0,1.0,10.62,118026.0,1.0,0.0,91261.0,117906.0,1.0,4.0,1.0,1.0,118322.0,-2.257978069,94240.0,119507.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
46.0,1.0,44811.0,1.0,1.77,118343.0,1.0,0.0,117961.0,117906.0,1.0,2.0,1.0,24.0,118322.0,-0.556439725277,17514.0,121747.0,290919.0,2.0,118321.0,1.0,1.0,1.0,2.0,1.0
47.0,1.0,20348.0,1.0,1.77,117976.0,1.0,0.0,117975.0,125937.0,1.0,0.0,1.0,2.0,118570.0,1.7637868562099999,49798.0,117920.0,19721.0,1.0,118568.0,1.0,1.0,2.0,42.0,1.0
48.0,1.0,4674.0,1.0,1.77,118327.0,1.0,2.0,117961.0,200462.0,1.0,0.0,1.0,1.0,118786.0,1.5563455802200001,49577.0,118933.0,290919.0,1.0,118784.0,1.0,1.0,1.0,1.0,1.0
49.0,1.0,79812.0,1.0,1.77,118991.0,1.0,0.0,118990.0,117906.0,1.0,0.0,1.0,1.0,118322.0,-2.52421757885,49323.0,118992.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
50.0,1.0,4674.0,1.0,3.54,118446.0,1.0,0.0,117961.0,170665.0,1.0,0.0,1.0,2.0,121596.0,1.1315162356200001,14731.0,118447.0,4673.0,1.0,121594.0,1.0,1.0,1.0,2.0,1.0
51.0,1.0,16638.0,1.0,1.77,118052.0,1.0,0.0,117961.0,174445.0,2.0,4.0,1.0,5.0,120099.0,-0.340192676024,3267.0,118053.0,270488.0,1.0,120097.0,1.0,1.0,1.0,5.0,1.0
52.0,1.0,25415.0,1.0,1.77,117940.0,1.0,0.0,117929.0,166520.0,1.0,8.0,1.0,4.0,118570.0,-0.950648269919,58695.0,117941.0,19721.0,1.0,118568.0,1.0,1.0,1.0,4.0,1.0
53.0,1.0,76445.0,1.0,1.77,118300.0,1.0,0.0,117961.0,240983.0,1.0,1.0,1.0,2.0,117908.0,-1.33421665491,4511.0,119181.0,290919.0,1.0,117905.0,1.0,1.0,1.0,1.0,1.0
54.0,1.0,33232.0,1.0,1.77,118300.0,1.0,0.0,117961.0,240983.0,1.0,0.0,1.0,4.0,118322.0,-4.23606830042,15967.0,124942.0,290919.0,1.0,118321.0,1.0,1.0,1.0,5.0,1.0
55.0,1.0,35873.0,1.0,3.54,118300.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,1.0,118322.0,1.0,1915.0,119181.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
56.0,1.0,94183.0,1.0,3.54,118327.0,1.0,0.0,117961.0,118959.0,1.0,0.0,1.0,2.0,120774.0,-0.925413015229,2062.0,119830.0,118960.0,1.0,120773.0,1.0,1.0,1.0,4.0,1.0
57.0,1.0,25992.0,1.0,35.4,118343.0,1.0,0.0,117961.0,223125.0,1.0,39.0,1.0,5.0,120499.0,-1.03672152607,5210.0,118979.0,118424.0,1.0,120497.0,1.0,1.0,1.0,9.0,1.0
58.0,1.0,23965.0,1.0,5.31,118300.0,1.0,0.0,117961.0,123413.0,2.0,4.0,1.0,3.0,118836.0,-2.40567965375,51124.0,118631.0,118424.0,1.0,118834.0,1.0,1.0,1.0,10.0,1.0
59.0,1.0,27123.0,1.0,1.77,118327.0,1.0,0.0,117961.0,126339.0,1.0,5.0,1.0,1.0,120099.0,1.85435793653,54303.0,118492.0,270488.0,1.0,120097.0,1.0,1.0,1.0,1.0,1.0
60.0,1.0,42092.0,1.0,5.31,120343.0,1.0,0.0,120342.0,309291.0,1.0,0.0,1.0,1.0,119079.0,-1.9095644251,139354.0,119076.0,118372.0,1.0,119077.0,1.0,1.0,1.0,1.0,1.0
61.0,1.0,6976.0,1.0,3.54,118225.0,1.0,0.0,117961.0,152852.0,1.0,0.0,1.0,1.0,118322.0,-4.023745616869999,7495.0,137996.0,290919.0,1.0,118321.0,1.0,1.0,1.0,34.0,2.0
62.0,1.0,78359.0,1.0,3.54,118327.0,1.0,0.0,117961.0,305057.0,1.0,0.0,1.0,1.0,123672.0,-0.09856049866450001,858.0,118529.0,121916.0,1.0,123670.0,1.0,1.0,1.0,8.0,1.0
63.0,1.0,18417.0,2.0,1.77,118300.0,1.0,0.0,117961.0,311412.0,1.0,2.0,1.0,1.0,118836.0,1.0,4145.0,120026.0,118424.0,1.0,118834.0,1.0,1.0,1.0,8.0,1.0
64.0,1.0,390.0,1.0,5.31,118743.0,1.0,0.0,118742.0,305581.0,1.0,0.0,1.0,1.0,122954.0,-2.4119255317099997,46584.0,118810.0,19793.0,1.0,122952.0,1.0,1.0,1.0,1.0,1.0
65.0,1.0,34025.0,1.0,5.31,118413.0,1.0,1.0,117961.0,118448.0,1.0,0.0,2.0,1.0,118322.0,0.884625643363,2938.0,122007.0,290919.0,1.0,118321.0,1.0,3.0,1.0,1.0,1.0
66.0,1.0,6490.0,1.0,1.77,118386.0,1.0,0.0,117961.0,239652.0,1.0,0.0,1.0,1.0,118749.0,0.795791092016,7389.0,118746.0,118453.0,1.0,118747.0,1.0,1.0,1.0,4.0,1.0
67.0,1.0,4674.0,1.0,1.77,118300.0,1.0,0.0,117961.0,117906.0,1.0,12.0,1.0,1.0,117908.0,-1.47584293679,1568.0,120410.0,290919.0,1.0,117905.0,1.0,1.0,1.0,27.0,1.0
68.0,1.0,13877.0,1.0,8.85,118220.0,1.0,0.0,118219.0,128781.0,1.0,1.0,1.0,1.0,117880.0,1.60859693331,17687.0,117941.0,19721.0,1.0,117879.0,1.0,1.0,1.0,1.0,1.0
69.0,1.0,44879.0,2.0,1.77,118225.0,2.0,0.0,117961.0,118448.0,1.0,19.0,1.0,1.0,118322.0,-2.27094643564,3838.0,119924.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
70.0,1.0,79120.0,1.0,1.77,118300.0,1.0,0.0,117961.0,311701.0,1.0,0.0,1.0,1.0,120346.0,1.0,4909.0,118458.0,118424.0,1.0,120344.0,1.0,1.0,1.0,1576.0,1.0
71.0,1.0,75077.0,1.0,1.77,118463.0,1.0,0.0,118315.0,162182.0,1.0,0.0,1.0,2.0,123652.0,1.0,87700.0,118464.0,118467.0,1.0,123651.0,1.0,1.0,1.0,3.0,1.0
72.0,1.0,41581.0,1.0,1.77,119692.0,1.0,0.0,119691.0,306795.0,1.0,0.0,1.0,3.0,122969.0,-0.947349072449,32279.0,118635.0,119695.0,1.0,122967.0,1.0,1.0,1.0,1.0,1.0
73.0,0.0,4678.0,1.0,1.77,118052.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,36.0,118322.0,-0.278396962907,54618.0,118992.0,290919.0,1.0,118321.0,1.0,1.0,1.0,1.0,1.0
74.0,1.0,35792.0,1.0,1.77,118327.0,1.0,0.0,117961.0,299403.0,2.0,2.0,1.0,1.0,118399.0,-3.3232870974299997,1584.0,128935.0,118398.0,1.0,118396.0,1.0,1.0,1.0,1.0,1.0
75.0,1.0,42092.0,1.0,1.77,118300.0,1.0,0.0,117961.0,118054.0,1.0,3.0,1.0,1.0,118055.0,1.1449441736700001,2395.0,123055.0,117887.0,1.0,118054.0,1.0,1.0,1.0,54.0,1.0
76.0,1.0,78712.0,1.0,1.77,118463.0,1.0,0.0,118315.0,121556.0,1.0,0.0,1.0,1.0,118786.0,1.0,75709.0,118522.0,290919.0,1.0,118784.0,3.0,1.0,1.0,1.0,2.0
77.0,1.0,44986.0,1.0,7.08,118327.0,1.0,0.0,117961.0,120319.0,1.0,0.0,1.0,2.0,118644.0,1.0,2061.0,120383.0,118643.0,1.0,118641.0,1.0,1.0,1.0,1.0,1.0
78.0,1.0,23567.0,1.0,1.77,118413.0,1.0,0.0,117961.0,136365.0,1.0,1.0,1.0,2.0,120692.0,-1.59845437741,16838.0,120370.0,290919.0,1.0,120690.0,1.0,1.0,1.0,1.0,1.0
79.0,1.0,18338.0,1.0,1.77,117962.0,1.0,0.0,117961.0,118448.0,1.0,0.0,1.0,4.0,118322.0,1.0,44062.0,118910.0,290919.0,1.0,118321.0,1.0,1.0,1.0,3.0,1.0
80.0,1.0,84816.0,1.0,17.7,118446.0,1.0,2.0,117961.0,117906.0,1.0,0.0,1.0,1.0,118786.0,-3.12304341581,49655.0,122550.0,290919.0,1.0,118784.0,1.0,1.0,1.0,9.0,1.0
81.0,1.0,38391.0,1.0,7.08,117930.0,1.0,1.0,117929.0,117913.0,1.0,0.0,1.0,1.0,117888.0,2.61389143693,58473.0,117912.0,117887.0,1.0,117885.0,1.0,1.0,1.0,1.0,1.0
82.0,1.0,33147.0,1.0,17.7,118291.0,1.0,0.0,118290.0,307233.0,1.0,10.0,1.0,3.0,121529.0,1.49230982639,46170.0,118889.0,118398.0,1.0,121527.0,3.0,1.0,1.0,1.0,1.0
83.0,1.0,25992.0,1.0,1.77,118343.0,1.0,0.0,117961.0,133686.0,1.0,0.0,1.0,2.0,120499.0,1.0,13814.0,119598.0,118424.0,1.0,120497.0,1.0,1.0,1.0,2.0,1.0
84.0,1.0,16797.0,1.0,1.77,118300.0,1.0,0.0,117961.0,117906.0,1.0,4.0,1.0,6.0,118322.0,1.0,7016.0,119181.0,290919.0,2.0,118321.0,1.0,1.0,1.0,1.0,1.0
85.0,1.0,16240.0,1.0,1.77,118327.0,1.0,0.0,117961.0,121927.0,1.0,0.0,1.0,14.0,123652.0,1.0,6217.0,118328.0,118467.0,1.0,123651.0,1.0,1.0,1.0,1.0,1.0
86.0,1.0,18518.0,1.0,3.54,118327.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,1.0,118322.0,-1.6582909410100002,32242.0,118929.0,290919.0,1.0,118321.0,1.0,1.0,1.0,2.0,1.0
87.0,1.0,3002.0,1.0,1.77,118413.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,1.0,117908.0,2.40004561402,3043.0,118481.0,290919.0,2.0,117905.0,1.0,1.0,1.0,1.0,1.0
88.0,1.0,37638.0,1.0,1.77,118121.0,1.0,0.0,118120.0,119787.0,1.0,0.0,1.0,1.0,119789.0,1.0,11506.0,117920.0,119788.0,1.0,119786.0,1.0,1.0,1.0,4.0,1.0
89.0,1.0,27176.0,1.0,1.77,118300.0,1.0,0.0,117961.0,152816.0,1.0,0.0,1.0,2.0,120346.0,-2.44270516411,5317.0,118825.0,118424.0,1.0,120344.0,1.0,1.0,1.0,3.0,1.0
90.0,1.0,76413.0,1.0,3.54,118327.0,1.0,0.0,117961.0,117906.0,1.0,1.0,1.0,1.0,117908.0,-0.7429776339740001,3878.0,119830.0,290919.0,1.0,117905.0,1.0,1.0,1.0,117.0,1.0
91.0,1.0,15063.0,2.0,1.77,118225.0,1.0,0.0,117961.0,306399.0,1.0,0.0,1.0,1.0,118644.0,-0.48548800581100005,3053.0,120663.0,118643.0,1.0,118641.0,1.0,1.0,3.0,2.0,1.0
92.0,1.0,27261.0,1.0,1.77,118220.0,1.0,0.0,118219.0,128352.0,1.0,0.0,1.0,15.0,127848.0,-3.72722163214,2858.0,118344.0,118347.0,1.0,127847.0,1.0,1.0,1.0,4.0,1.0
93.0,1.0,75900.0,1.0,5.31,118343.0,1.0,0.0,117961.0,311360.0,1.0,0.0,1.0,1.0,120346.0,1.0,4950.0,119598.0,118424.0,1.0,120344.0,1.0,1.0,1.0,5.0,1.0
94.0,1.0,971.0,1.0,5.31,118446.0,1.0,0.0,117961.0,282370.0,1.0,1.0,1.0,1.0,119851.0,-0.42126522494699997,13864.0,123858.0,118638.0,2.0,119849.0,1.0,1.0,1.0,1.0,1.0
95.0,1.0,34627.0,1.0,1.77,118327.0,1.0,0.0,117961.0,118842.0,1.0,0.0,1.0,1.0,118644.0,1.0,1065.0,121589.0,118643.0,1.0,118641.0,1.0,1.0,1.0,4.0,1.0
96.0,1.0,33240.0,1.0,8.85,118386.0,1.0,0.0,117961.0,118785.0,1.0,1.0,1.0,4.0,118786.0,4.574881180719999,18686.0,128823.0,290919.0,1.0,118784.0,1.0,1.0,1.0,14.0,1.0
97.0,1.0,5111.0,1.0,1.77,120343.0,1.0,0.0,120342.0,124426.0,1.0,0.0,1.0,2.0,118836.0,0.305758086026,120340.0,119076.0,118424.0,1.0,118834.0,1.0,1.0,1.0,2.0,1.0
98.0,1.0,80194.0,1.0,1.77,117917.0,1.0,0.0,117916.0,186980.0,1.0,0.0,1.0,1.0,118570.0,0.312286347662,58488.0,117920.0,19721.0,1.0,118568.0,1.0,1.0,1.0,1.0,1.0
99.0,1.0,75510.0,1.0,1.77,118300.0,1.0,0.0,117961.0,123107.0,1.0,2.0,1.0,3.0,123738.0,1.0,20382.0,124942.0,118960.0,1.0,123737.0,1.0,1.0,1.0,10.0,1.0
100.0,1.0,25676.0,1.0,3.54,118052.0,1.0,0.0,117961.0,168365.0,1.0,1.0,1.0,1.0,118319.0,1.17167685921,50736.0,118821.0,118205.0,1.0,118318.0,1.0,1.0,1.0,1.0,1.0
101.0,1.0,38942.0,1.0,17.7,118225.0,1.0,0.0,117961.0,118785.0,1.0,0.0,1.0,1.0,118786.0,1.0,7553.0,118403.0,290919.0,1.0,118784.0,1.0,1.0,1.0,1.0,1.0
102.0,0.0,44975.0,1.0,8.85,118178.0,1.0,0.0,118555.0,118557.0,1.0,0.0,1.0,1.0,117948.0,0.0,52441.0,118556.0,292795.0,1.0,117946.0,1.0,1.0,1.0,1.0,1.0
103.0,1.0,34713.0,1.0,8.85,117962.0,1.0,0.0,117961.0,128747.0,1.0,0.0,1.0,1.0,118843.0,-5.53631801784,1482.0,118450.0,118643.0,1.0,118841.0,1.0,1.0,1.0,2.0,1.0
104.0,1.0,80495.0,1.0,1.77,118327.0,1.0,0.0,117961.0,256168.0,1.0,2.0,1.0,7.0,120649.0,1.0,1222.0,120171.0,118398.0,1.0,120647.0,1.0,1.0,1.0,2.0,1.0
105.0,1.0,1021.0,1.0,1.77,118327.0,1.0,0.0,117961.0,117906.0,1.0,0.0,2.0,10.0,117908.0,-1.34626937014,86299.0,120383.0,290919.0,1.0,117905.0,1.0,1.0,1.0,2.0,2.0
106.0,1.0,39323.0,1.0,1.77,118386.0,1.0,0.0,117961.0,152307.0,1.0,0.0,1.0,3.0,118749.0,2.26307111748,7411.0,118746.0,118453.0,1.0,118747.0,1.0,1.0,1.0,1.0,1.0
107.0,1.0,79298.0,1.0,1.77,117944.0,1.0,0.0,117943.0,231536.0,1.0,0.0,1.0,2.0,117948.0,1.0,17010.0,117945.0,292795.0,1.0,117946.0,1.0,1.0,1.0,1.0,1.0
108.0,1.0,37117.0,1.0,1.77,118446.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,1.0,118786.0,0.761022580898,8697.0,119064.0,290919.0,1.0,118784.0,1.0,1.0,1.0,1009.0,1.0
109.0,1.0,42592.0,1.0,17.7,119256.0,1.0,0.0,117887.0,300136.0,1.0,0.0,1.0,1.0,118425.0,2.10204658341,51091.0,124266.0,118424.0,1.0,118422.0,1.0,1.0,1.0,1.0,1.0
110.0,1.0,41494.0,1.0,83.19,118343.0,1.0,0.0,117961.0,123044.0,1.0,48.0,1.0,1.0,118961.0,4.14922223738,4189.0,119987.0,118960.0,1.0,118958.0,1.0,1.0,1.0,3.0,1.0
111.0,1.0,44730.0,1.0,5.31,118542.0,1.0,0.0,118541.0,118564.0,1.0,1.0,1.0,4.0,118565.0,1.0,30430.0,118562.0,270488.0,1.0,118563.0,1.0,1.0,1.0,1.0,1.0
112.0,1.0,73168.0,1.0,1.77,118343.0,1.0,0.0,117961.0,117906.0,1.0,0.0,1.0,1.0,118786.0,1.0,50089.0,118514.0,290919.0,1.0,118784.0,1.0,1.0,1.0,1.0,1.0
113.0,1.0,31858.0,1.0,1.77,118220.0,1.0,0.0,118219.0,268194.0,1.0,0.0,1.0,1.0,127702.0,1.22945723088,20497.0,118008.0,19721.0,1.0,127700.0,1.0,1.0,1.0,1.0,1.0
114.0,1.0,73109.0,1.0,3.54,117903.0,1.0,0.0,117902.0,152438.0,1.0,0.0,1.0,1.0,120992.0,0.270436403334,57740.0,120171.0,118398.0,1.0,120990.0,1.0,1.0,1.0,1.0,1.0
115.0,1.0,75953.0,1.0,1.77,118386.0,1.0,0.0,117961.0,126309.0,1.0,8.0,1.0,4.0,118454.0,-1.4228152222,18213.0,125016.0,118453.0,1.0,118451.0,1.0,1.0,1.0,2.0,1.0
116.0,1.0,27754.0,1.0,1.77,118182.0,1.0,0.0,118181.0,117886.0,1.0,0.0,1.0,1.0,117888.0,2.31927377408,59000.0,117941.0,117887.0,1.0,117885.0,1.0,1.0,1.0,1.0,1.0
117.0,1.0,37806.0,1.0,1.77,118091.0,1.0,0.0,118090.0,117913.0,1.0,0.0,2.0,1.0,117888.0,-0.602499651899,83596.0,117941.0,117887.0,1.0,117885.0,1.0,1.0,1.0,2.0,1.0
118.0,1.0,707.0,1.0,7.08,117962.0,1.0,0.0,117961.0,123170.0,1.0,5.0,1.0,1.0,127783.0,0.761634197767,2409.0,117904.0,290919.0,1.0,127782.0,1.0,1.0,1.0,4.0,1.0
119.0,1.0,45903.0,1.0,1.77,118888.0,1.0,0.0,118887.0,236285.0,1.0,0.0,1.0,1.0,118914.0,1.0,2924.0,119031.0,118424.0,1.0,118912.0,1.0,1.0,1.0,1.0,1.0
